"location","date","variant","num_sequences","perc_sequences","num_sequences_total"
"Slovenia","2020-10-26","Alpha",1,0.28,355
"Slovenia","2020-10-26","Delta",1,0.28,355
"Slovenia","2020-10-26","Omicron",0,0,355
"Slovenia","2020-11-09","Alpha",1,0.11,889
"Slovenia","2020-11-09","Delta",0,0,889
"Slovenia","2020-11-09","Omicron",0,0,889
"Slovenia","2020-11-23","Alpha",2,1.53,131
"Slovenia","2020-11-23","Delta",0,0,131
"Slovenia","2020-11-23","Omicron",0,0,131
"Slovenia","2020-12-07","Alpha",1,0.1,968
"Slovenia","2020-12-07","Delta",0,0,968
"Slovenia","2020-12-07","Omicron",0,0,968
"Slovenia","2020-12-21","Alpha",3,0.34,888
"Slovenia","2020-12-21","Delta",1,0.11,888
"Slovenia","2020-12-21","Omicron",0,0,888
"Slovenia","2021-01-04","Alpha",2,0.45,442
"Slovenia","2021-01-04","Delta",0,0,442
"Slovenia","2021-01-04","Omicron",0,0,442
"Slovenia","2021-01-11","Alpha",1,0.15,657
"Slovenia","2021-01-11","Delta",1,0.15,657
"Slovenia","2021-01-11","Omicron",0,0,657
"Slovenia","2021-01-25","Alpha",5,1.38,362
"Slovenia","2021-01-25","Delta",0,0,362
"Slovenia","2021-01-25","Omicron",0,0,362
"Slovenia","2021-02-08","Alpha",27,1.71,1577
"Slovenia","2021-02-08","Delta",0,0,1577
"Slovenia","2021-02-08","Omicron",0,0,1577
"Slovenia","2021-02-22","Alpha",125,9.7,1288
"Slovenia","2021-02-22","Delta",0,0,1288
"Slovenia","2021-02-22","Omicron",0,0,1288
"Slovenia","2021-03-08","Alpha",251,17.22,1458
"Slovenia","2021-03-08","Delta",0,0,1458
"Slovenia","2021-03-08","Omicron",0,0,1458
"Slovenia","2021-03-22","Alpha",658,50.5,1303
"Slovenia","2021-03-22","Delta",0,0,1303
"Slovenia","2021-03-22","Omicron",0,0,1303
"Slovenia","2021-04-05","Alpha",1172,70.77,1656
"Slovenia","2021-04-05","Delta",1,0.06,1656
"Slovenia","2021-04-05","Omicron",0,0,1656
"Slovenia","2021-04-19","Alpha",1721,84.12,2046
"Slovenia","2021-04-19","Delta",0,0,2046
"Slovenia","2021-04-19","Omicron",0,0,2046
"Slovenia","2021-05-03","Alpha",1789,90.4,1979
"Slovenia","2021-05-03","Delta",3,0.15,1979
"Slovenia","2021-05-03","Omicron",0,0,1979
"Slovenia","2021-05-17","Alpha",1201,94.79,1267
"Slovenia","2021-05-17","Delta",2,0.16,1267
"Slovenia","2021-05-17","Omicron",0,0,1267
"Slovenia","2021-05-31","Alpha",679,97.14,699
"Slovenia","2021-05-31","Delta",4,0.57,699
"Slovenia","2021-05-31","Omicron",0,0,699
"Slovenia","2021-06-14","Alpha",638,96.96,658
"Slovenia","2021-06-14","Delta",14,2.13,658
"Slovenia","2021-06-14","Omicron",0,0,658
"Slovenia","2021-06-28","Alpha",258,67.01,385
"Slovenia","2021-06-28","Delta",107,27.79,385
"Slovenia","2021-06-28","Omicron",0,0,385
"Slovenia","2021-07-12","Alpha",126,26.58,474
"Slovenia","2021-07-12","Delta",331,69.83,474
"Slovenia","2021-07-12","Omicron",0,0,474
"Slovenia","2021-07-26","Alpha",22,2.94,749
"Slovenia","2021-07-26","Delta",722,96.4,749
"Slovenia","2021-07-26","Omicron",0,0,749
"Slovenia","2021-08-09","Alpha",13,0.97,1341
"Slovenia","2021-08-09","Delta",1325,98.81,1341
"Slovenia","2021-08-09","Omicron",0,0,1341
"Slovenia","2021-08-23","Alpha",3,0.15,2022
"Slovenia","2021-08-23","Delta",2017,99.75,2022
"Slovenia","2021-08-23","Omicron",0,0,2022
"Slovenia","2021-09-06","Alpha",0,0,2598
"Slovenia","2021-09-06","Delta",2597,99.96,2598
"Slovenia","2021-09-06","Omicron",0,0,2598
"Slovenia","2021-09-20","Alpha",0,0,2162
"Slovenia","2021-09-20","Delta",2161,99.95,2162
"Slovenia","2021-09-20","Omicron",0,0,2162
"Slovenia","2021-10-04","Alpha",1,0.04,2328
"Slovenia","2021-10-04","Delta",2326,99.91,2328
"Slovenia","2021-10-04","Omicron",0,0,2328
"Slovenia","2021-10-18","Alpha",0,0,2736
"Slovenia","2021-10-18","Delta",2736,100,2736
"Slovenia","2021-10-18","Omicron",0,0,2736
"Slovenia","2021-11-01","Alpha",0,0,2786
"Slovenia","2021-11-01","Delta",2786,100,2786
"Slovenia","2021-11-01","Omicron",0,0,2786
"Slovenia","2021-11-15","Alpha",0,0,2276
"Slovenia","2021-11-15","Delta",2276,100,2276
"Slovenia","2021-11-15","Omicron",0,0,2276
"Slovenia","2021-11-29","Alpha",0,0,2620
"Slovenia","2021-11-29","Delta",2620,100,2620
"Slovenia","2021-11-29","Omicron",0,0,2620
"Slovenia","2021-12-13","Alpha",0,0,1520
"Slovenia","2021-12-13","Delta",1513,99.54,1520
"Slovenia","2021-12-13","Omicron",7,0.46,1520
"South Africa","2020-05-11","Alpha",0,0,135
"South Africa","2020-05-11","Delta",0,0,135
"South Africa","2020-05-11","Omicron",0,0,135
"South Africa","2020-05-25","Alpha",0,0,93
"South Africa","2020-05-25","Delta",0,0,93
"South Africa","2020-05-25","Omicron",0,0,93
"South Africa","2020-06-08","Alpha",0,0,105
"South Africa","2020-06-08","Delta",0,0,105
"South Africa","2020-06-08","Omicron",0,0,105
"South Africa","2020-06-22","Alpha",0,0,190
"South Africa","2020-06-22","Delta",0,0,190
"South Africa","2020-06-22","Omicron",0,0,190
"South Africa","2020-07-06","Alpha",0,0,290
"South Africa","2020-07-06","Delta",0,0,290
"South Africa","2020-07-06","Omicron",0,0,290
"South Africa","2020-07-20","Alpha",0,0,470
"South Africa","2020-07-20","Delta",0,0,470
"South Africa","2020-07-20","Omicron",0,0,470
"South Africa","2020-08-03","Alpha",0,0,551
"South Africa","2020-08-03","Delta",0,0,551
"South Africa","2020-08-03","Omicron",0,0,551
"South Africa","2020-08-17","Alpha",0,0,220
"South Africa","2020-08-17","Delta",0,0,220
"South Africa","2020-08-17","Omicron",0,0,220
"South Africa","2020-08-31","Alpha",0,0,129
"South Africa","2020-08-31","Delta",0,0,129
"South Africa","2020-08-31","Omicron",0,0,129
"South Africa","2020-09-14","Alpha",0,0,356
"South Africa","2020-09-14","Delta",0,0,356
"South Africa","2020-09-14","Omicron",0,0,356
"South Africa","2020-09-28","Alpha",0,0,223
"South Africa","2020-09-28","Delta",0,0,223
"South Africa","2020-09-28","Omicron",0,0,223
"South Africa","2020-10-12","Alpha",0,0,304
"South Africa","2020-10-12","Delta",0,0,304
"South Africa","2020-10-12","Omicron",0,0,304
"South Africa","2020-10-26","Alpha",0,0,358
"South Africa","2020-10-26","Delta",0,0,358
"South Africa","2020-10-26","Omicron",0,0,358
"South Africa","2020-11-09","Alpha",0,0,478
"South Africa","2020-11-09","Delta",0,0,478
"South Africa","2020-11-09","Omicron",0,0,478
"South Africa","2020-11-23","Alpha",0,0,418
"South Africa","2020-11-23","Delta",0,0,418
"South Africa","2020-11-23","Omicron",0,0,418
"South Africa","2020-12-07","Alpha",0,0,488
"South Africa","2020-12-07","Delta",0,0,488
"South Africa","2020-12-07","Omicron",0,0,488
"South Africa","2020-12-21","Alpha",0,0,546
"South Africa","2020-12-21","Delta",0,0,546
"South Africa","2020-12-21","Omicron",0,0,546
"South Africa","2021-01-04","Alpha",0,0,874
"South Africa","2021-01-04","Delta",0,0,874
"South Africa","2021-01-04","Omicron",0,0,874
"South Africa","2021-01-11","Alpha",3,0.45,668
"South Africa","2021-01-11","Delta",0,0,668
"South Africa","2021-01-11","Omicron",0,0,668
"South Africa","2021-01-25","Alpha",0,0,566
"South Africa","2021-01-25","Delta",0,0,566
"South Africa","2021-01-25","Omicron",0,0,566
"South Africa","2021-02-08","Alpha",0,0,393
"South Africa","2021-02-08","Delta",0,0,393
"South Africa","2021-02-08","Omicron",0,0,393
"South Africa","2021-02-22","Alpha",3,1.01,296
"South Africa","2021-02-22","Delta",0,0,296
"South Africa","2021-02-22","Omicron",0,0,296
"South Africa","2021-03-08","Alpha",3,1.33,225
"South Africa","2021-03-08","Delta",0,0,225
"South Africa","2021-03-08","Omicron",0,0,225
"South Africa","2021-03-22","Alpha",10,2.23,448
"South Africa","2021-03-22","Delta",24,5.36,448
"South Africa","2021-03-22","Omicron",0,0,448
"South Africa","2021-04-05","Alpha",7,2.16,324
"South Africa","2021-04-05","Delta",21,6.48,324
"South Africa","2021-04-05","Omicron",0,0,324
"South Africa","2021-04-19","Alpha",3,1.2,250
"South Africa","2021-04-19","Delta",8,3.2,250
"South Africa","2021-04-19","Omicron",0,0,250
"South Africa","2021-05-03","Alpha",18,4.62,390
"South Africa","2021-05-03","Delta",7,1.79,390
"South Africa","2021-05-03","Omicron",0,0,390
"South Africa","2021-05-17","Alpha",25,4.59,545
"South Africa","2021-05-17","Delta",46,8.44,545
"South Africa","2021-05-17","Omicron",0,0,545
"South Africa","2021-05-31","Alpha",46,7.12,646
"South Africa","2021-05-31","Delta",133,20.59,646
"South Africa","2021-05-31","Omicron",0,0,646
"South Africa","2021-06-14","Alpha",56,5.09,1101
"South Africa","2021-06-14","Delta",498,45.23,1101
"South Africa","2021-06-14","Omicron",0,0,1101
"South Africa","2021-06-28","Alpha",50,3.01,1661
"South Africa","2021-06-28","Delta",1297,78.09,1661
"South Africa","2021-06-28","Omicron",0,0,1661
"South Africa","2021-07-12","Alpha",16,0.72,2226
"South Africa","2021-07-12","Delta",1979,88.9,2226
"South Africa","2021-07-12","Omicron",0,0,2226
"South Africa","2021-07-26","Alpha",5,0.3,1667
"South Africa","2021-07-26","Delta",1572,94.3,1667
"South Africa","2021-07-26","Omicron",0,0,1667
"South Africa","2021-08-09","Alpha",2,0.12,1601
"South Africa","2021-08-09","Delta",1524,95.19,1601
"South Africa","2021-08-09","Omicron",0,0,1601
"South Africa","2021-08-23","Alpha",0,0,1242
"South Africa","2021-08-23","Delta",1212,97.58,1242
"South Africa","2021-08-23","Omicron",0,0,1242
"South Africa","2021-09-06","Alpha",2,0.16,1269
"South Africa","2021-09-06","Delta",1231,97.01,1269
"South Africa","2021-09-06","Omicron",0,0,1269
"South Africa","2021-09-20","Alpha",0,0,925
"South Africa","2021-09-20","Delta",886,95.78,925
"South Africa","2021-09-20","Omicron",0,0,925
"South Africa","2021-10-04","Alpha",0,0,522
"South Africa","2021-10-04","Delta",487,93.3,522
"South Africa","2021-10-04","Omicron",0,0,522
"South Africa","2021-10-18","Alpha",0,0,453
"South Africa","2021-10-18","Delta",424,93.6,453
"South Africa","2021-10-18","Omicron",0,0,453
"South Africa","2021-11-01","Alpha",0,0,209
"South Africa","2021-11-01","Delta",200,95.69,209
"South Africa","2021-11-01","Omicron",1,0.48,209
"South Africa","2021-11-15","Alpha",0,0,116
"South Africa","2021-11-15","Delta",79,68.1,116
"South Africa","2021-11-15","Omicron",25,21.55,116
"South Africa","2021-11-29","Alpha",0,0,829
"South Africa","2021-11-29","Delta",103,12.42,829
"South Africa","2021-11-29","Omicron",710,85.65,829
"South Africa","2021-12-13","Alpha",0,0,1121
"South Africa","2021-12-13","Delta",14,1.25,1121
"South Africa","2021-12-13","Omicron",1075,95.9,1121
"South Africa","2021-12-27","Alpha",0,0,65
"South Africa","2021-12-27","Delta",0,0,65
"South Africa","2021-12-27","Omicron",61,93.85,65
"South Korea","2020-05-11","Alpha",0,0,48
"South Korea","2020-05-11","Delta",0,0,48
"South Korea","2020-05-11","Omicron",0,0,48
"South Korea","2020-05-25","Alpha",0,0,64
"South Korea","2020-05-25","Delta",0,0,64
"South Korea","2020-05-25","Omicron",0,0,64
"South Korea","2020-06-08","Alpha",0,0,165
"South Korea","2020-06-08","Delta",0,0,165
"South Korea","2020-06-08","Omicron",0,0,165
"South Korea","2020-06-22","Alpha",0,0,108
"South Korea","2020-06-22","Delta",0,0,108
"South Korea","2020-06-22","Omicron",0,0,108
"South Korea","2020-07-06","Alpha",0,0,159
"South Korea","2020-07-06","Delta",0,0,159
"South Korea","2020-07-06","Omicron",0,0,159
"South Korea","2020-07-20","Alpha",0,0,110
"South Korea","2020-07-20","Delta",0,0,110
"South Korea","2020-07-20","Omicron",0,0,110
"South Korea","2020-08-03","Alpha",0,0,98
"South Korea","2020-08-03","Delta",0,0,98
"South Korea","2020-08-03","Omicron",0,0,98
"South Korea","2020-08-17","Alpha",0,0,123
"South Korea","2020-08-17","Delta",0,0,123
"South Korea","2020-08-17","Omicron",0,0,123
"South Korea","2020-08-31","Alpha",0,0,176
"South Korea","2020-08-31","Delta",0,0,176
"South Korea","2020-08-31","Omicron",0,0,176
"South Korea","2020-09-14","Alpha",0,0,64
"South Korea","2020-09-14","Delta",0,0,64
"South Korea","2020-09-14","Omicron",0,0,64
"South Korea","2020-09-28","Alpha",0,0,63
"South Korea","2020-09-28","Delta",0,0,63
"South Korea","2020-09-28","Omicron",0,0,63
"South Korea","2020-10-12","Alpha",0,0,57
"South Korea","2020-10-12","Delta",0,0,57
"South Korea","2020-10-12","Omicron",0,0,57
"South Korea","2020-10-26","Alpha",0,0,84
"South Korea","2020-10-26","Delta",0,0,84
"South Korea","2020-10-26","Omicron",0,0,84
"South Korea","2020-11-09","Alpha",0,0,77
"South Korea","2020-11-09","Delta",0,0,77
"South Korea","2020-11-09","Omicron",0,0,77
"South Korea","2020-11-23","Alpha",0,0,171
"South Korea","2020-11-23","Delta",0,0,171
"South Korea","2020-11-23","Omicron",0,0,171
"South Korea","2020-12-07","Alpha",0,0,160
"South Korea","2020-12-07","Delta",0,0,160
"South Korea","2020-12-07","Omicron",0,0,160
"South Korea","2020-12-21","Alpha",2,1.12,178
"South Korea","2020-12-21","Delta",0,0,178
"South Korea","2020-12-21","Omicron",0,0,178
"South Korea","2021-01-04","Alpha",11,5.88,187
"South Korea","2021-01-04","Delta",0,0,187
"South Korea","2021-01-04","Omicron",0,0,187
"South Korea","2021-01-11","Alpha",0,0,72
"South Korea","2021-01-11","Delta",0,0,72
"South Korea","2021-01-11","Omicron",0,0,72
"South Korea","2021-01-25","Alpha",18,12.33,146
"South Korea","2021-01-25","Delta",0,0,146
"South Korea","2021-01-25","Omicron",0,0,146
"South Korea","2021-02-08","Alpha",38,19.29,197
"South Korea","2021-02-08","Delta",0,0,197
"South Korea","2021-02-08","Omicron",0,0,197
"South Korea","2021-02-22","Alpha",46,19.01,242
"South Korea","2021-02-22","Delta",0,0,242
"South Korea","2021-02-22","Omicron",0,0,242
"South Korea","2021-03-08","Alpha",30,11.63,258
"South Korea","2021-03-08","Delta",0,0,258
"South Korea","2021-03-08","Omicron",0,0,258
"South Korea","2021-03-22","Alpha",24,8.86,271
"South Korea","2021-03-22","Delta",0,0,271
"South Korea","2021-03-22","Omicron",0,0,271
"South Korea","2021-04-05","Alpha",64,19.75,324
"South Korea","2021-04-05","Delta",0,0,324
"South Korea","2021-04-05","Omicron",0,0,324
"South Korea","2021-04-19","Alpha",78,19.12,408
"South Korea","2021-04-19","Delta",0,0,408
"South Korea","2021-04-19","Omicron",0,0,408
"South Korea","2021-05-03","Alpha",170,32.08,530
"South Korea","2021-05-03","Delta",9,1.7,530
"South Korea","2021-05-03","Omicron",0,0,530
"South Korea","2021-05-17","Alpha",73,32.74,223
"South Korea","2021-05-17","Delta",18,8.07,223
"South Korea","2021-05-17","Omicron",0,0,223
"South Korea","2021-05-31","Alpha",13,6.19,210
"South Korea","2021-05-31","Delta",12,5.71,210
"South Korea","2021-05-31","Omicron",0,0,210
"South Korea","2021-06-14","Alpha",34,7.19,473
"South Korea","2021-06-14","Delta",23,4.86,473
"South Korea","2021-06-14","Omicron",0,0,473
"South Korea","2021-06-28","Alpha",89,15.48,575
"South Korea","2021-06-28","Delta",157,27.3,575
"South Korea","2021-06-28","Omicron",0,0,575
"South Korea","2021-07-12","Alpha",59,8.25,715
"South Korea","2021-07-12","Delta",365,51.05,715
"South Korea","2021-07-12","Omicron",0,0,715
"South Korea","2021-07-26","Alpha",42,3.95,1062
"South Korea","2021-07-26","Delta",713,67.14,1062
"South Korea","2021-07-26","Omicron",0,0,1062
"South Korea","2021-08-09","Alpha",19,1.98,960
"South Korea","2021-08-09","Delta",821,85.52,960
"South Korea","2021-08-09","Omicron",0,0,960
"South Korea","2021-08-23","Alpha",1,0.11,909
"South Korea","2021-08-23","Delta",880,96.81,909
"South Korea","2021-08-23","Omicron",0,0,909
"South Korea","2021-09-06","Alpha",3,0.23,1318
"South Korea","2021-09-06","Delta",1305,99.01,1318
"South Korea","2021-09-06","Omicron",0,0,1318
"South Korea","2021-09-20","Alpha",1,0.08,1216
"South Korea","2021-09-20","Delta",1210,99.51,1216
"South Korea","2021-09-20","Omicron",0,0,1216
"South Korea","2021-10-04","Alpha",1,0.11,943
"South Korea","2021-10-04","Delta",941,99.79,943
"South Korea","2021-10-04","Omicron",0,0,943
"South Korea","2021-10-18","Alpha",0,0,1137
"South Korea","2021-10-18","Delta",1137,100,1137
"South Korea","2021-10-18","Omicron",0,0,1137
"South Korea","2021-11-01","Alpha",0,0,1562
"South Korea","2021-11-01","Delta",1562,100,1562
"South Korea","2021-11-01","Omicron",0,0,1562
"South Korea","2021-11-15","Alpha",0,0,1574
"South Korea","2021-11-15","Delta",1574,100,1574
"South Korea","2021-11-15","Omicron",0,0,1574
"South Korea","2021-11-29","Alpha",0,0,1368
"South Korea","2021-11-29","Delta",1366,99.85,1368
"South Korea","2021-11-29","Omicron",2,0.15,1368
"South Korea","2021-12-13","Alpha",0,0,1620
"South Korea","2021-12-13","Delta",1605,99.07,1620
"South Korea","2021-12-13","Omicron",15,0.93,1620
"South Korea","2021-12-27","Alpha",0,0,393
"South Korea","2021-12-27","Delta",393,100,393
"South Korea","2021-12-27","Omicron",0,0,393
"Spain","2020-05-11","Alpha",0,0,180
"Spain","2020-05-11","Delta",0,0,180
"Spain","2020-05-11","Omicron",0,0,180
"Spain","2020-05-25","Alpha",0,0,95
"Spain","2020-05-25","Delta",0,0,95
"Spain","2020-05-25","Omicron",0,0,95
"Spain","2020-06-08","Alpha",0,0,63
"Spain","2020-06-08","Delta",0,0,63
"Spain","2020-06-08","Omicron",0,0,63
"Spain","2020-06-22","Alpha",0,0,73
"Spain","2020-06-22","Delta",0,0,73
"Spain","2020-06-22","Omicron",0,0,73
"Spain","2020-07-06","Alpha",0,0,140
"Spain","2020-07-06","Delta",0,0,140
"Spain","2020-07-06","Omicron",0,0,140
"Spain","2020-07-20","Alpha",0,0,149
"Spain","2020-07-20","Delta",0,0,149
"Spain","2020-08-03","Alpha",0,0,170
"Spain","2020-08-03","Delta",0,0,170
"Spain","2020-08-03","Omicron",0,0,170
"Spain","2020-08-17","Alpha",0,0,251
"Spain","2020-08-17","Delta",0,0,251
"Spain","2020-08-17","Omicron",0,0,251
"Spain","2020-08-31","Alpha",0,0,281
"Spain","2020-08-31","Delta",0,0,281
"Spain","2020-08-31","Omicron",0,0,281
"Spain","2020-09-14","Alpha",0,0,444
"Spain","2020-09-14","Delta",0,0,444
"Spain","2020-09-14","Omicron",0,0,444
"Spain","2020-09-28","Alpha",0,0,488
"Spain","2020-09-28","Delta",0,0,488
"Spain","2020-09-28","Omicron",0,0,488
"Spain","2020-10-12","Alpha",0,0,513
"Spain","2020-10-12","Delta",0,0,513
"Spain","2020-10-12","Omicron",0,0,513
"Spain","2020-10-26","Alpha",0,0,478
"Spain","2020-10-26","Delta",0,0,478
"Spain","2020-10-26","Omicron",0,0,478
"Spain","2020-11-09","Alpha",5,1.39,360
"Spain","2020-11-09","Delta",0,0,360
"Spain","2020-11-09","Omicron",0,0,360
"Spain","2020-11-23","Alpha",3,0.73,409
"Spain","2020-11-23","Delta",0,0,409
"Spain","2020-11-23","Omicron",0,0,409
"Spain","2020-12-07","Alpha",1,0.21,471
"Spain","2020-12-07","Delta",0,0,471
"Spain","2020-12-07","Omicron",0,0,471
"Spain","2020-12-21","Alpha",4,0.41,967
"Spain","2020-12-21","Delta",0,0,967
"Spain","2020-12-21","Omicron",0,0,967
"Spain","2021-01-04","Alpha",156,14.25,1095
"Spain","2021-01-04","Delta",0,0,1095
"Spain","2021-01-04","Omicron",0,0,1095
"Spain","2021-01-11","Alpha",282,44.62,632
"Spain","2021-01-11","Delta",0,0,632
"Spain","2021-01-11","Omicron",0,0,632
"Spain","2021-01-25","Alpha",835,31.87,2620
"Spain","2021-01-25","Delta",0,0,2620
"Spain","2021-01-25","Omicron",0,0,2620
"Spain","2021-02-08","Alpha",995,32.7,3043
"Spain","2021-02-08","Delta",0,0,3043
"Spain","2021-02-08","Omicron",0,0,3043
"Spain","2021-02-22","Alpha",1253,47.68,2628
"Spain","2021-02-22","Delta",1,0.04,2628
"Spain","2021-02-22","Omicron",0,0,2628
"Spain","2021-03-08","Alpha",1738,65,2674
"Spain","2021-03-08","Delta",0,0,2674
"Spain","2021-03-08","Omicron",0,0,2674
"Spain","2021-03-22","Alpha",1873,77.05,2431
"Spain","2021-03-22","Delta",0,0,2431
"Spain","2021-03-22","Omicron",0,0,2431
"Spain","2021-04-05","Alpha",2358,84.58,2788
"Spain","2021-04-05","Delta",1,0.04,2788
"Spain","2021-04-05","Omicron",0,0,2788
"Spain","2021-04-19","Alpha",2483,83.97,2957
"Spain","2021-04-19","Delta",0,0,2957
"Spain","2021-04-19","Omicron",0,0,2957
"Spain","2021-05-03","Alpha",2340,83.13,2815
"Spain","2021-05-03","Delta",26,0.92,2815
"Spain","2021-05-03","Omicron",0,0,2815
"Spain","2021-05-17","Alpha",2870,85.9,3341
"Spain","2021-05-17","Delta",77,2.3,3341
"Spain","2021-05-17","Omicron",0,0,3341
"Spain","2021-05-31","Alpha",2008,76.85,2613
"Spain","2021-05-31","Delta",211,8.08,2613
"Spain","2021-05-31","Omicron",0,0,2613
"Spain","2021-06-14","Alpha",2253,69.95,3221
"Spain","2021-06-14","Delta",464,14.41,3221
"Spain","2021-06-14","Omicron",0,0,3221
"Spain","2021-06-28","Alpha",1346,44.87,3000
"Spain","2021-06-28","Delta",1142,38.07,3000
"Spain","2021-06-28","Omicron",0,0,3000
"Spain","2021-07-12","Alpha",1256,20.98,5987
"Spain","2021-07-12","Delta",3733,62.35,5987
"Spain","2021-07-12","Omicron",0,0,5987
"Spain","2021-07-26","Alpha",462,8.75,5278
"Spain","2021-07-26","Delta",4386,83.1,5278
"Spain","2021-07-26","Omicron",0,0,5278
"Spain","2021-08-09","Alpha",158,2.93,5388
"Spain","2021-08-09","Delta",5054,93.8,5388
"Spain","2021-08-09","Omicron",0,0,5388
"Spain","2021-08-23","Alpha",40,1.1,3647
"Spain","2021-08-23","Delta",3537,96.98,3647
"Spain","2021-08-23","Omicron",0,0,3647
"Spain","2021-09-06","Alpha",9,0.28,3246
"Spain","2021-09-06","Delta",3204,98.71,3246
"Spain","2021-09-06","Omicron",0,0,3246
"Spain","2021-09-20","Alpha",4,0.18,2186
"Spain","2021-09-20","Delta",2166,99.09,2186
"Spain","2021-09-20","Omicron",0,0,2186
"Spain","2021-10-04","Alpha",0,0,1510
"Spain","2021-10-04","Delta",1502,99.47,1510
"Spain","2021-10-04","Omicron",0,0,1510
"Spain","2021-10-18","Alpha",0,0,1213
"Spain","2021-10-18","Delta",1210,99.75,1213
"Spain","2021-10-18","Omicron",0,0,1213
"Spain","2021-11-01","Alpha",0,0,1559
"Spain","2021-11-01","Delta",1559,100,1559
"Spain","2021-11-01","Omicron",0,0,1559
"Spain","2021-11-15","Alpha",0,0,1713
"Spain","2021-11-15","Delta",1710,99.82,1713
"Spain","2021-11-15","Omicron",0,0,1713
"Spain","2021-11-29","Alpha",0,0,2010
"Spain","2021-11-29","Delta",2009,99.95,2010
"Spain","2021-11-29","Omicron",1,0.05,2010
"Spain","2021-12-13","Alpha",0,0,2121
"Spain","2021-12-13","Delta",1879,88.59,2121
"Spain","2021-12-13","Omicron",241,11.36,2121
"Spain","2021-12-27","Alpha",0,0,991
"Spain","2021-12-27","Delta",529,53.38,991
"Spain","2021-12-27","Omicron",461,46.52,991
"Sri Lanka","2020-05-11","Alpha",0,0,1
"Sri Lanka","2020-05-11","Delta",0,0,1
"Sri Lanka","2020-05-11","Omicron",0,0,1
"Sri Lanka","2020-06-22","Alpha",0,0,1
"Sri Lanka","2020-06-22","Delta",0,0,1
"Sri Lanka","2020-06-22","Omicron",0,0,1
"Sri Lanka","2020-08-03","Alpha",0,0,4
"Sri Lanka","2020-08-03","Delta",0,0,4
"Sri Lanka","2020-08-03","Omicron",0,0,4
"Sri Lanka","2020-10-12","Alpha",0,0,3
"Sri Lanka","2020-10-12","Delta",0,0,3
"Sri Lanka","2020-10-12","Omicron",0,0,3
"Sri Lanka","2020-10-26","Alpha",0,0,11
"Sri Lanka","2020-10-26","Delta",0,0,11
"Sri Lanka","2020-10-26","Omicron",0,0,11
"Sri Lanka","2020-11-09","Alpha",0,0,8
"Sri Lanka","2020-11-09","Delta",0,0,8
"Sri Lanka","2020-11-09","Omicron",0,0,8
"Sri Lanka","2020-11-23","Alpha",0,0,2
"Sri Lanka","2020-11-23","Delta",0,0,2
"Sri Lanka","2020-11-23","Omicron",0,0,2
"Sri Lanka","2020-12-07","Alpha",0,0,6
"Sri Lanka","2020-12-07","Delta",0,0,6
"Sri Lanka","2020-12-07","Omicron",0,0,6
"Sri Lanka","2020-12-21","Alpha",0,0,1
"Sri Lanka","2020-12-21","Delta",0,0,1
"Sri Lanka","2020-12-21","Omicron",0,0,1
"Sri Lanka","2021-01-04","Alpha",1,10,10
"Sri Lanka","2021-01-04","Delta",0,0,10
"Sri Lanka","2021-01-04","Omicron",0,0,10
"Sri Lanka","2021-01-11","Alpha",0,0,3
"Sri Lanka","2021-01-11","Delta",0,0,3
"Sri Lanka","2021-01-11","Omicron",0,0,3
"Sri Lanka","2021-01-25","Alpha",4,7.41,54
"Sri Lanka","2021-01-25","Delta",0,0,54
"Sri Lanka","2021-01-25","Omicron",0,0,54
"Sri Lanka","2021-02-08","Alpha",12,17.39,69
"Sri Lanka","2021-02-08","Delta",0,0,69
"Sri Lanka","2021-02-08","Omicron",0,0,69
"Sri Lanka","2021-02-22","Alpha",0,0,52
"Sri Lanka","2021-02-22","Delta",2,3.85,52
"Sri Lanka","2021-02-22","Omicron",0,0,52
"Sri Lanka","2021-03-08","Alpha",5,20.83,24
"Sri Lanka","2021-03-08","Delta",0,0,24
"Sri Lanka","2021-03-08","Omicron",0,0,24
"Sri Lanka","2021-03-22","Alpha",6,12.5,48
"Sri Lanka","2021-03-22","Delta",1,2.08,48
"Sri Lanka","2021-03-22","Omicron",0,0,48
"Sri Lanka","2021-04-05","Alpha",2,16.67,12
"Sri Lanka","2021-04-05","Delta",0,0,12
"Sri Lanka","2021-04-05","Omicron",0,0,12
"Sri Lanka","2021-04-19","Alpha",3,37.5,8
"Sri Lanka","2021-04-19","Delta",1,12.5,8
"Sri Lanka","2021-04-19","Omicron",0,0,8
"Sri Lanka","2021-05-03","Alpha",60,90.91,66
"Sri Lanka","2021-05-03","Delta",0,0,66
"Sri Lanka","2021-05-03","Omicron",0,0,66
"Sri Lanka","2021-05-17","Alpha",40,90.91,44
"Sri Lanka","2021-05-17","Delta",0,0,44
"Sri Lanka","2021-05-17","Omicron",0,0,44
"Sri Lanka","2021-05-31","Alpha",38,88.37,43
"Sri Lanka","2021-05-31","Delta",3,6.98,43
"Sri Lanka","2021-05-31","Omicron",0,0,43
"Sri Lanka","2021-06-14","Alpha",54,88.52,61
"Sri Lanka","2021-06-14","Delta",6,9.84,61
"Sri Lanka","2021-06-14","Omicron",0,0,61
"Sri Lanka","2021-06-28","Alpha",122,85.92,142
"Sri Lanka","2021-06-28","Delta",13,9.15,142
"Sri Lanka","2021-06-28","Omicron",0,0,142
