METAREA,COUNTY,AGE,COVIDUNAW,gender,education,race,hispanic,marital_status
9998,0,38,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,24,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,21,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,52,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,32,1,Male,High School or below,White,Hispanic,Married
9998,0,33,1,Female,Some College or Associate Degree,White,Hispanic,Married
9998,0,16,1,Male,High School or below,White,Hispanic,Single
9998,0,17,1,Female,High School or below,White,Hispanic,Single
9998,37155,54,1,Male,Bachelor's,Native American,Non-Hispanic,Married
9998,37155,51,1,Female,Bachelor's,Native American,Non-Hispanic,Married
9998,0,31,1,Female,High School or below,White,Non-Hispanic,Divorced
9998,0,29,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,64,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
9998,0,46,1,Male,High School or below,White,Non-Hispanic,Divorced
9998,0,35,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,17,1,Female,High School or below,White,Non-Hispanic,Single
9998,0,48,1,Female,Bachelor's,White,Non-Hispanic,Married
9998,0,48,1,Male,Bachelor's,White,Non-Hispanic,Married
9998,0,16,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,18,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,34,1,Male,High School or below,White,Non-Hispanic,Single
9998,0,34,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,0,22,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
9998,37155,47,1,Male,High School or below,Black,Non-Hispanic,Married
9998,0,43,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,43,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
9998,0,47,1,Male,High School or below,Black,Non-Hispanic,Married
9998,0,45,1,Female,High School or below,White,Non-Hispanic,Single
9998,0,55,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
9998,0,24,1,Female,Bachelor's,White,Non-Hispanic,Single
9998,0,31,1,Male,Bachelor's,White,Non-Hispanic,Single
480,0,38,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
480,0,38,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,50,1,Male,High School or below,White,Non-Hispanic,Married
3291,0,47,1,Female,High School or below,White,Non-Hispanic,Married
3291,0,22,1,Male,High School or below,White,Hispanic,Single
3291,0,32,1,Male,High School or below,White,Non-Hispanic,Single
3291,0,29,1,Female,High School or below,White,Non-Hispanic,Divorced
3150,37147,30,1,Female,Bachelor's,White,Non-Hispanic,Single
3150,37147,21,2,Female,High School or below,White,Non-Hispanic,Single
3150,37147,23,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
3150,37147,59,1,Female,Bachelor's,White,Non-Hispanic,Divorced
3150,37147,68,1,Male,High School or below,White,Non-Hispanic,Single
3150,37147,41,1,Male,High School or below,White,Non-Hispanic,Married
3150,37147,63,1,Male,High School or below,Black,Non-Hispanic,Married
3150,37147,45,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,64,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3291,0,25,1,Male,High School or below,White,Hispanic,Married
480,0,54,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
480,0,54,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3600,37133,33,1,Male,Bachelor's,White,Hispanic,Single
2980,37191,54,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,47,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3600,37133,62,1,Female,Bachelor's,Black,Non-Hispanic,Married
1300,37001,33,1,Male,Bachelor's,White,Non-Hispanic,Single
1300,37001,37,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
1300,37001,24,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3600,37133,51,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
480,37021,65,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3150,37147,30,1,Female,Bachelor's,White,Non-Hispanic,Single
1300,37001,43,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1300,37001,42,1,Female,High School or below,White,Non-Hispanic,Divorced
2980,37191,63,1,Female,High School or below,White,Non-Hispanic,Divorced
2980,37191,60,1,Male,High School or below,White,Non-Hispanic,Divorced
2980,37191,48,1,Female,High School or below,White,Hispanic,Divorced
480,37021,27,1,Male,High School or below,White,Non-Hispanic,Single
480,37021,28,1,Female,Bachelor's,White,Non-Hispanic,Single
480,37021,61,1,Male,Bachelor's,White,Non-Hispanic,Divorced
3600,37133,54,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
1300,37001,34,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1300,37001,33,1,Female,High School or below,White,Hispanic,Married
480,0,31,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
480,0,29,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
480,0,41,1,Male,High School or below,White,Hispanic,Married
480,0,38,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,60,1,Male,High School or below,White,Non-Hispanic,Divorced
480,0,63,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,42,1,Female,Graduate or Professional Degree,Asian,Non-Hispanic,Married
1300,37001,41,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
1300,37001,29,1,Male,Bachelor's,White,Non-Hispanic,Single
480,37021,21,1,Female,High School or below,White,Non-Hispanic,Married
480,37021,24,1,Male,High School or below,White,Non-Hispanic,Married
3291,0,64,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3291,0,20,1,Female,High School or below,White,Non-Hispanic,Single
3600,37133,39,1,Male,High School or below,White,Non-Hispanic,Divorced
3600,37133,33,1,Male,High School or below,Black,Non-Hispanic,Single
3150,37147,64,1,Female,High School or below,Black,Non-Hispanic,Single
3600,37133,34,1,Female,Bachelor's,White,Non-Hispanic,Single
3600,37133,30,1,Male,High School or below,White,Non-Hispanic,Single
3600,37133,40,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3600,37133,59,1,Female,High School or below,Black,Non-Hispanic,Married
480,0,39,1,Male,Some College or Associate Degree,White,Hispanic,Married
3150,37147,41,1,Female,Bachelor's,White,Non-Hispanic,Married
3150,37147,45,1,Male,Bachelor's,White,Non-Hispanic,Married
2980,37191,39,1,Female,Bachelor's,White,Hispanic,Divorced
1300,37001,50,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Divorced
3291,0,74,1,Male,High School or below,White,Hispanic,Married
3291,0,54,1,Male,High School or below,White,Non-Hispanic,Single
3291,0,57,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3291,0,18,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1300,37001,41,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,55,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,55,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1300,37001,25,1,Female,High School or below,Black,Non-Hispanic,Single
3291,0,36,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Divorced
3291,0,18,1,Male,High School or below,White,Non-Hispanic,Single
3291,0,24,1,Male,High School or below,White,Non-Hispanic,Single
2980,37191,63,2,Male,High School or below,White,Non-Hispanic,Married
1300,37001,58,1,Male,Bachelor's,Black,Non-Hispanic,Married
1300,37001,54,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Married
1300,37001,31,1,Male,Bachelor's,White,Non-Hispanic,Married
3150,37147,70,1,Male,High School or below,Black,Non-Hispanic,Divorced
3600,37133,56,1,Male,High School or below,White,Non-Hispanic,Divorced
3600,37133,27,1,Female,High School or below,Black,Non-Hispanic,Single
3600,37133,42,1,Female,High School or below,Black,Non-Hispanic,Single
3600,37133,64,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,57,1,Female,Bachelor's,White,Non-Hispanic,Divorced
480,37021,31,1,Female,Bachelor's,White,Non-Hispanic,Single
3291,0,45,1,Female,High School or below,Black,Non-Hispanic,Single
3291,0,49,1,Male,High School or below,Black,Non-Hispanic,Single
3291,0,40,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
480,37021,43,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,39,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,85,1,Male,High School or below,White,Non-Hispanic,Married
3150,37147,31,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3600,37133,42,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3600,37133,17,1,Male,High School or below,White,Non-Hispanic,Single
1300,37001,29,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
2980,37191,54,1,Female,High School or below,Black,Non-Hispanic,Single
2980,37191,50,1,Female,High School or below,Black,Non-Hispanic,Single
2980,37191,27,1,Male,Bachelor's,Native American,Non-Hispanic,Single
2980,37191,26,1,Female,Bachelor's,Black,Non-Hispanic,Single
2980,37191,28,1,Male,High School or below,White,Hispanic,Single
2980,37191,46,1,Male,High School or below,White,Hispanic,Single
2980,37191,25,1,Female,High School or below,White,Hispanic,Single
3291,0,58,1,Male,Bachelor's,White,Non-Hispanic,Married
3291,0,57,1,Female,Bachelor's,White,Non-Hispanic,Married
480,0,26,1,Male,Some College or Associate Degree,White,Hispanic,Married
3291,0,38,1,Male,High School or below,White,Non-Hispanic,Married
3291,0,28,1,Female,High School or below,White,Non-Hispanic,Married
3600,37133,32,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
480,0,50,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3291,0,23,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
3291,0,22,1,Female,High School or below,White,Non-Hispanic,Single
1300,37001,61,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,57,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1300,37001,35,1,Male,Bachelor's,Black,Non-Hispanic,Married
1300,37001,35,1,Female,Bachelor's,Black,Non-Hispanic,Married
480,37021,35,1,Male,High School or below,White,Non-Hispanic,Single
2980,37191,20,1,Male,High School or below,White,Hispanic,Single
2980,37191,22,1,Male,High School or below,White,Hispanic,Single
1300,37001,25,1,Male,High School or below,White,Non-Hispanic,Single
1300,37001,23,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1300,37001,67,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1300,37001,33,1,Female,Bachelor's,Black,Non-Hispanic,Single
3291,0,46,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
480,37021,61,1,Female,High School or below,White,Non-Hispanic,Divorced
2980,37191,26,1,Male,High School or below,White,Hispanic,Single
480,37021,60,1,Female,High School or below,White,Non-Hispanic,Divorced
480,37021,31,1,Female,High School or below,White,Non-Hispanic,Single
3291,0,34,1,Male,High School or below,White,Hispanic,Married
3291,0,37,1,Female,High School or below,White,Hispanic,Married
1300,37001,27,1,Female,High School or below,White,Non-Hispanic,Single
3291,0,45,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
1300,37001,35,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1300,37001,36,1,Male,Bachelor's,White,Non-Hispanic,Married
2980,37191,57,2,Male,High School or below,White,Non-Hispanic,Married
3150,37147,38,1,Female,Bachelor's,White,Non-Hispanic,Married
3150,37147,45,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,80,1,Male,High School or below,Black,Non-Hispanic,Married
480,0,34,1,Male,Bachelor's,White,Non-Hispanic,Single
3291,0,41,1,Female,High School or below,Black,Non-Hispanic,Single
3600,37133,26,1,Male,High School or below,White,Non-Hispanic,Single
1300,37001,56,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
3291,0,59,1,Male,High School or below,White,Non-Hispanic,Married
2980,37191,33,1,Female,Some College or Associate Degree,Asian,Non-Hispanic,Married
3600,37133,46,1,Male,High School or below,Black,Non-Hispanic,Married
3600,37133,58,1,Female,High School or below,White,Non-Hispanic,Divorced
2980,37191,53,2,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
2980,37191,31,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1300,37001,67,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Divorced
1300,37001,65,1,Male,High School or below,Black,Non-Hispanic,Divorced
1300,37001,62,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
1300,37001,69,1,Female,High School or below,White,Non-Hispanic,Married
480,0,38,1,Male,Bachelor's,White,Non-Hispanic,Married
480,0,34,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Single
2980,37191,37,1,Female,Bachelor's,Black,Non-Hispanic,Single
1300,37001,23,1,Male,Some College or Associate Degree,White,Hispanic,Single
1300,37001,25,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1300,37001,28,1,Male,Bachelor's,White,Non-Hispanic,Married
2980,37191,57,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,53,1,Male,Bachelor's,White,Non-Hispanic,Married
3291,0,21,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
3291,0,23,1,Female,Bachelor's,White,Non-Hispanic,Single
3291,0,25,1,Female,Bachelor's,White,Non-Hispanic,Single
3291,0,40,1,Female,High School or below,White,Hispanic,Divorced
3150,37147,76,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
1300,37001,52,1,Female,Bachelor's,White,Non-Hispanic,Married
1300,37001,55,1,Male,Bachelor's,White,Non-Hispanic,Married
1300,37001,18,1,Female,High School or below,White,Non-Hispanic,Single
1300,37001,56,1,Male,High School or below,Black,Non-Hispanic,Divorced
1300,37001,56,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Divorced
480,0,61,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
480,0,55,1,Male,High School or below,White,Non-Hispanic,Married
3150,37147,29,1,Female,Bachelor's,White,Non-Hispanic,Married
480,37021,64,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,65,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3150,37147,57,1,Female,High School or below,White,Non-Hispanic,Married
3600,37133,24,1,Male,High School or below,White,Non-Hispanic,Single
3600,37133,23,1,Male,High School or below,White,Non-Hispanic,Single
3150,37147,56,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
480,0,17,1,Female,High School or below,White,Hispanic,Single
3291,0,32,1,Male,High School or below,White,Non-Hispanic,Single
3600,37133,22,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
2980,37191,30,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,53,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
480,37021,45,1,Female,Bachelor's,White,Non-Hispanic,Married
480,37021,61,2,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,27,1,Female,High School or below,White,Non-Hispanic,Single
3600,37133,34,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3600,37133,40,1,Female,High School or below,White,Non-Hispanic,Married
480,0,68,1,Male,Some College or Associate Degree,White,Non-Hispanic,Divorced
3600,37133,23,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
480,37021,66,1,Male,Bachelor's,White,Non-Hispanic,Married
480,37021,70,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
1300,37001,64,1,Male,High School or below,White,Non-Hispanic,Married
1300,37001,63,1,Female,High School or below,White,Non-Hispanic,Married
1521,37119,57,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
1521,37119,61,1,Male,High School or below,Black,Non-Hispanic,Married
1521,37119,33,1,Female,High School or below,Black,Non-Hispanic,Single
2560,0,54,1,Female,Bachelor's,Black,Non-Hispanic,Divorced
3121,37067,66,1,Female,Bachelor's,White,Non-Hispanic,Single
2560,0,33,1,Female,Bachelor's,White,Hispanic,Married
6642,0,35,1,Male,High School or below,White,Hispanic,Married
6641,0,37,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6641,0,56,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Divorced
6641,0,31,1,Female,Graduate or Professional Degree,Asian,Non-Hispanic,Married
6641,0,32,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
2560,0,38,1,Male,High School or below,White,Non-Hispanic,Single
6641,0,19,2,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,0,43,1,Female,Bachelor's,Black,Non-Hispanic,Single
6641,0,28,1,Female,Bachelor's,White,Non-Hispanic,Single
1521,0,51,1,Male,High School or below,White,Non-Hispanic,Single
3121,37067,28,1,Female,Bachelor's,White,Hispanic,Married
3121,37067,32,2,Male,Bachelor's,White,Non-Hispanic,Married
3121,37067,67,1,Female,High School or below,White,Non-Hispanic,Married
3122,0,34,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3122,0,29,1,Male,High School or below,White,Non-Hispanic,Single
3122,0,56,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,0,28,1,Male,Bachelor's,White,Non-Hispanic,Single
1521,0,28,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3122,0,39,1,Male,High School or below,Black,Non-Hispanic,Single
3122,0,28,1,Female,High School or below,Black,Non-Hispanic,Single
3122,0,29,1,Male,High School or below,Black,Non-Hispanic,Single
1521,0,39,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
1521,0,28,1,Female,Some College or Associate Degree,White,Non-Hispanic,Single
6642,0,48,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Married
6642,0,43,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
1521,37119,33,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,39,1,Male,Bachelor's,White,Non-Hispanic,Married
6642,0,26,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
6642,0,30,1,Male,High School or below,Black,Non-Hispanic,Married
6642,0,35,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
6642,0,43,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,37119,46,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,52,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,60,1,Female,Bachelor's,Black,Non-Hispanic,Single
6642,0,42,2,Male,Graduate or Professional Degree,White,Hispanic,Married
6642,0,42,2,Female,Graduate or Professional Degree,White,Hispanic,Married
6642,0,30,1,Male,Graduate or Professional Degree,White,Hispanic,Single
1521,37119,33,1,Female,Bachelor's,Black,Non-Hispanic,Single
1521,37119,47,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,58,1,Male,High School or below,Black,Non-Hispanic,Single
3121,37067,59,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
3121,37067,62,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6641,0,59,1,Female,Bachelor's,White,Non-Hispanic,Divorced
6641,0,42,1,Male,High School or below,Black,Non-Hispanic,Single
1521,0,45,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
6641,0,39,1,Male,Bachelor's,Black,Non-Hispanic,Married
6641,0,37,1,Female,Bachelor's,Black,Non-Hispanic,Married
3121,37067,56,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Divorced
1521,37119,43,1,Female,Bachelor's,Black,Non-Hispanic,Divorced
1521,37119,71,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6641,0,24,1,Male,Bachelor's,White,Non-Hispanic,Single
1521,0,40,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
1521,0,38,1,Female,Bachelor's,Asian,Non-Hispanic,Married
6642,0,52,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Divorced
6642,0,59,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,59,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
3122,0,32,1,Female,Some College or Associate Degree,White,Non-Hispanic,Divorced
3122,0,31,2,Male,Some College or Associate Degree,White,Non-Hispanic,Single
6642,0,65,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,40,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,36,1,Female,Bachelor's,White,Non-Hispanic,Married
6641,0,30,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
6641,0,29,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,37119,68,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,69,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,32,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
6642,0,55,1,Male,Some College or Associate Degree,White,Hispanic,Married
6642,0,63,1,Female,Some College or Associate Degree,White,Hispanic,Married
1521,0,44,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
3122,0,52,1,Female,Bachelor's,White,Non-Hispanic,Married
6641,0,28,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
1521,37119,36,1,Male,Bachelor's,Asian,Non-Hispanic,Married
3122,0,41,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
2560,0,54,1,Female,High School or below,Black,Non-Hispanic,Divorced
1521,37119,47,1,Male,High School or below,White,Non-Hispanic,Single
1521,37119,45,1,Male,High School or below,White,Non-Hispanic,Single
1521,37119,59,1,Female,High School or below,Black,Non-Hispanic,Married
3122,0,39,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
3122,0,33,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Single
3122,0,25,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
3122,0,26,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,0,51,1,Female,High School or below,White,Hispanic,Married
1521,0,52,1,Male,Bachelor's,White,Hispanic,Married
1521,37119,36,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Single
1521,37119,32,1,Male,Some College or Associate Degree,White,Non-Hispanic,Single
1521,37119,61,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
6642,0,21,2,Female,High School or below,Black,Non-Hispanic,Single
6641,0,33,1,Male,Bachelor's,White,Non-Hispanic,Single
1521,37119,56,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
3122,0,73,1,Male,Graduate or Professional Degree,White,Hispanic,Married
6641,0,27,1,Female,Bachelor's,Black,Non-Hispanic,Married
6641,0,28,1,Male,Bachelor's,Black,Non-Hispanic,Married
6641,0,26,1,Male,Bachelor's,Black,Non-Hispanic,Single
6642,0,45,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,42,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Divorced
1521,37119,54,1,Female,Bachelor's,White,Hispanic,Married
1521,37119,64,1,Male,Bachelor's,White,Hispanic,Married
1521,37119,21,1,Female,Bachelor's,White,Hispanic,Single
1521,37119,52,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,56,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,33,1,Male,Bachelor's,White,Hispanic,Married
6642,0,38,1,Female,Bachelor's,White,Hispanic,Married
1521,37119,49,1,Male,Bachelor's,Asian,Non-Hispanic,Married
1521,37119,30,1,Male,High School or below,Black,Non-Hispanic,Single
1521,37119,26,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,37119,57,1,Female,Bachelor's,White,Non-Hispanic,Divorced
6641,0,30,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6641,0,31,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,41,1,Male,Bachelor's,Asian,Non-Hispanic,Married
1521,37119,38,1,Female,Graduate or Professional Degree,Asian,Non-Hispanic,Married
1521,0,43,1,Male,High School or below,White,Hispanic,Single
6642,0,36,1,Female,High School or below,Black,Non-Hispanic,Married
6642,0,35,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
6642,0,40,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6641,0,51,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Single
6642,0,52,1,Male,Bachelor's,White,Hispanic,Married
6642,0,52,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,52,1,Male,Bachelor's,White,Non-Hispanic,Married
6641,0,33,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Divorced
1521,37119,40,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
1521,37119,39,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,67,1,Male,High School or below,White,Non-Hispanic,Married
1521,37119,61,1,Female,High School or below,White,Non-Hispanic,Married
1521,37119,49,1,Male,Bachelor's,Black,Non-Hispanic,Divorced
1521,37119,63,1,Female,Some College or Associate Degree,Asian,Non-Hispanic,Married
6641,0,37,1,Male,Bachelor's,White,Non-Hispanic,Single
6641,0,36,1,Female,Bachelor's,Asian,Non-Hispanic,Single
6642,0,56,1,Female,High School or below,Black,Non-Hispanic,Divorced
6642,0,28,1,Male,High School or below,Black,Non-Hispanic,Single
6641,0,29,1,Male,Bachelor's,White,Non-Hispanic,Single
6641,0,76,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
2560,0,74,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,0,41,1,Female,Bachelor's,Black,Non-Hispanic,Married
1521,0,44,1,Male,Graduate or Professional Degree,Black,Non-Hispanic,Married
6641,0,57,1,Male,Graduate or Professional Degree,White,Non-Hispanic,Married
6641,0,60,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,48,1,Female,Graduate or Professional Degree,White,Non-Hispanic,Married
6642,0,53,1,Male,Bachelor's,White,Hispanic,Married
3122,0,56,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
6642,0,53,1,Male,Bachelor's,White,Hispanic,Married
6642,0,51,1,Female,Bachelor's,White,Hispanic,Married
3122,0,71,1,Female,Graduate or Professional Degree,Black,Non-Hispanic,Divorced
1521,37119,42,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
1521,37119,37,2,Male,High School or below,Black,Non-Hispanic,Married
1521,37119,29,1,Male,Bachelor's,White,Non-Hispanic,Single
1521,0,43,1,Female,High School or below,White,Non-Hispanic,Single
6642,0,48,1,Male,Some College or Associate Degree,White,Non-Hispanic,Married
6642,0,48,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,35,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Single
6642,0,37,1,Male,Graduate or Professional Degree,Asian,Non-Hispanic,Married
6642,0,57,1,Female,Bachelor's,White,Non-Hispanic,Married
6642,0,50,1,Male,Bachelor's,Asian,Non-Hispanic,Married
6642,0,45,1,Male,Some College or Associate Degree,Black,Non-Hispanic,Single
1521,37119,47,1,Female,Bachelor's,Black,Non-Hispanic,Single
1521,37119,80,1,Male,Bachelor's,White,Non-Hispanic,Married
1521,37119,74,1,Female,Bachelor's,White,Non-Hispanic,Married
1521,37119,59,2,Female,Graduate or Professional Degree,Black,Non-Hispanic,Divorced
3121,37067,61,1,Female,High School or below,White,Non-Hispanic,Single
6641,0,28,1,Male,Bachelor's,White,Hispanic,Single
6641,0,51,1,Male,High School or below,White,Hispanic,Married
6641,0,21,1,Male,Some College or Associate Degree,White,Hispanic,Single
1521,37119,30,1,Male,Some College or Associate Degree,White,Hispanic,Single
1521,37119,40,1,Female,High School or below,Black,Non-Hispanic,Single
6641,0,33,1,Male,Some College or Associate Degree,Black,Hispanic,Married
6641,0,40,1,Female,Some College or Associate Degree,Black,Non-Hispanic,Married
3121,37067,34,1,Male,High School or below,Black,Non-Hispanic,Single
3121,37067,36,1,Female,High School or below,Black,Non-Hispanic,Single
3121,37067,30,1,Female,Some College or Associate Degree,White,Non-Hispanic,Married
